iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,model_n_features,model_bias,algo_lrate,algo_S,algo_R
0,91.3476,95.71399688720703,9.619009017944336,3,150,10,500,10,0.0,10,False,0.01,30,1500
1,85.20509,90.54286193847656,9.102252960205078,3,150,10,500,10,0.0,10,False,0.01,30,1500
2,79.56562,85.67375946044922,8.615127563476562,3,150,10,500,10,0.0,10,False,0.01,30,1500
3,74.298515,81.13694763183594,8.164432525634766,3,150,10,500,10,0.0,10,False,0.01,30,1500
4,69.4093,76.86975860595703,7.740139961242676,3,150,10,500,10,0.0,10,False,0.01,30,1500
5,64.82486,72.74777221679688,7.327949523925781,3,150,10,500,10,0.0,10,False,0.01,30,1500
6,60.569656,68.82952880859375,6.937719821929932,3,150,10,500,10,0.0,10,False,0.01,30,1500
7,56.66834,65.2507553100586,6.5798211097717285,3,150,10,500,10,0.0,10,False,0.01,30,1500
8,52.981655,61.91886901855469,6.245668888092041,3,150,10,500,10,0.0,10,False,0.01,30,1500
9,49.495964,58.631492614746094,5.915337562561035,3,150,10,500,10,0.0,10,False,0.01,30,1500
10,46.237587,55.60206985473633,5.610441207885742,3,150,10,500,10,0.0,10,False,0.01,30,1500
11,43.205776,52.67936325073242,5.317507743835449,3,150,10,500,10,0.0,10,False,0.01,30,1500
12,40.487183,49.944496154785156,5.042766094207764,3,150,10,500,10,0.0,10,False,0.01,30,1500
13,37.879715,47.27378845214844,4.775145053863525,3,150,10,500,10,0.0,10,False,0.01,30,1500
14,35.46299,44.8856086730957,4.535965919494629,3,150,10,500,10,0.0,10,False,0.01,30,1500
15,33.239407,42.54845428466797,4.301315784454346,3,150,10,500,10,0.0,10,False,0.01,30,1500
16,31.153948,40.405269622802734,4.085482120513916,3,150,10,500,10,0.0,10,False,0.01,30,1500
17,29.199942,38.42250442504883,3.886337995529175,3,150,10,500,10,0.0,10,False,0.01,30,1500
18,27.363525,36.48326110839844,3.6910860538482666,3,150,10,500,10,0.0,10,False,0.01,30,1500
19,25.687843,34.66128921508789,3.507049322128296,3,150,10,500,10,0.0,10,False,0.01,30,1500
20,24.118643,33.080989837646484,3.347966432571411,3,150,10,500,10,0.0,10,False,0.01,30,1500
21,22.618374,31.529329299926758,3.190723419189453,3,150,10,500,10,0.0,10,False,0.01,30,1500
22,21.205017,29.959394454956055,3.0324625968933105,3,150,10,500,10,0.0,10,False,0.01,30,1500
23,19.912828,28.541107177734375,2.889709949493408,3,150,10,500,10,0.0,10,False,0.01,30,1500
24,18.716866,27.14720916748047,2.7496676445007324,3,150,10,500,10,0.0,10,False,0.01,30,1500
25,17.570484,25.82147979736328,2.616166353225708,3,150,10,500,10,0.0,10,False,0.01,30,1500
26,16.502317,24.55646324157715,2.4881629943847656,3,150,10,500,10,0.0,10,False,0.01,30,1500
27,15.51346,23.43443489074707,2.3745996952056885,3,150,10,500,10,0.0,10,False,0.01,30,1500
28,14.590742,22.358007431030273,2.265148878097534,3,150,10,500,10,0.0,10,False,0.01,30,1500
29,13.725084,21.313201904296875,2.159541368484497,3,150,10,500,10,0.0,10,False,0.01,30,1500
30,12.898972,20.27299690246582,2.053494691848755,3,150,10,500,10,0.0,10,False,0.01,30,1500
31,12.139019,19.297269821166992,1.954442024230957,3,150,10,500,10,0.0,10,False,0.01,30,1500
32,11.41081,18.396879196166992,1.8628449440002441,3,150,10,500,10,0.0,10,False,0.01,30,1500
33,10.7452135,17.582622528076172,1.7807332277297974,3,150,10,500,10,0.0,10,False,0.01,30,1500
34,10.131971,16.751062393188477,1.6962335109710693,3,150,10,500,10,0.0,10,False,0.01,30,1500
35,9.538756,15.943119049072266,1.6137826442718506,3,150,10,500,10,0.0,10,False,0.01,30,1500
36,8.989993,15.219064712524414,1.539576530456543,3,150,10,500,10,0.0,10,False,0.01,30,1500
37,8.475052,14.57651424407959,1.473446249961853,3,150,10,500,10,0.0,10,False,0.01,30,1500
38,7.995288,13.904132843017578,1.4046412706375122,3,150,10,500,10,0.0,10,False,0.01,30,1500
