iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,77.31325216293335,8.842170715332031,88.87630462646484,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
1,61.38415552775065,7.7106404304504395,77.5381088256836,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
2,49.29473986943563,6.819493770599365,68.64661407470703,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
3,39.86168644269308,6.002798557281494,60.48055648803711,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
4,32.55906852086385,5.346013069152832,53.90944290161133,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
5,26.986750933329265,4.792913436889648,48.40082550048828,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
6,22.449193007151287,4.295942306518555,43.451881408691406,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
7,18.89787087758382,3.8810336589813232,39.35974884033203,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
8,16.118382908503214,3.5196380615234375,35.777591705322266,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
9,13.720454273223877,3.200606346130371,32.611637115478516,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
10,11.736798775990804,2.9063374996185303,29.697816848754883,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
11,10.26074335972468,2.679520845413208,27.46396255493164,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
12,8.891282714207968,2.4657950401306152,25.364042282104492,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
13,7.7096994543075565,2.2587392330169678,23.319517135620117,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
14,6.8030737129847205,2.0725975036621094,21.530061721801758,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
15,6.050266726016998,1.909532070159912,19.93190574645996,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
16,5.4139322551091515,1.7637211084365845,18.504146575927734,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
17,4.882608301242192,1.6516517400741577,17.423357009887695,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
18,4.378059320847194,1.5327022075653076,16.268423080444336,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
19,3.9708299366633097,1.4253591299057007,15.23681640625,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
20,3.711974623600642,1.3451606035232544,14.474785804748535,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
21,3.436598564386368,1.2717828750610352,13.766911506652832,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
22,3.1442317376534143,1.1839466094970703,12.91439437866211,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
23,2.8895475445191066,1.104176640510559,12.144394874572754,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
24,2.7161747854948044,1.037584662437439,11.496246337890625,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
25,2.520763301452001,0.9778444766998291,10.927312850952148,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
26,2.3639193562666576,0.9211149215698242,10.37704086303711,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
27,2.1985947982470195,0.862605094909668,9.812026977539062,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
28,2.104141040245692,0.8247881531715393,9.452762603759766,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
29,2.0004787027835844,0.790170431137085,9.119768142700195,3,150,10,500,10,1.0,0,10,False,0.01,,5,300,2
